,Rank,Team,Players  Active,Avg Age  Team,Total Cap  Allocations,Cap Space  All,Cap Space  Projected Practical,Active,Active  Top 3,Dead  Cap
0,1.0,MIA  MIA,0.0,0.0,$0,"$211,190,000","$211,190,000",-,-,-
1,2.0,HOU  HOU,0.0,0.0,"$41,139,533","$170,723,467","$211,863,000",-,-,-
2,3.0,DEN  DEN,0.0,0.0,"$42,672,411","$169,190,589","$211,863,000",-,-,-
3,4.0,SAC  SAC,0.0,0.0,"$47,793,101","$164,069,899","$211,863,000",-,-,-
4,5.0,ORL  ORL,0.0,0.0,"$63,558,900","$148,304,100","$211,863,000",-,-,-
5,6.0,OKC  OKC,0.0,0.0,"$201,269,850","$10,593,150","$211,863,000",-,-,-
6,7.0,BKN  BKN,0.0,0.0,$0,$0,$0,-,-,-
7,8.0,CHI  CHI,0.0,0.0,$0,$0,$0,-,-,-
8,9.0,CLE  CLE,0.0,0.0,$0,$0,$0,-,-,-
9,10.0,DAL  DAL,0.0,0.0,$0,$0,$0,-,-,-
10,11.0,GSW  GSW,0.0,0.0,$0,$0,$0,-,-,-
11,12.0,IND  IND,0.0,0.0,$0,$0,$0,-,-,-
12,13.0,MIL  MIL,0.0,0.0,$0,$0,$0,-,-,-
13,14.0,MIN  MIN,0.0,0.0,$0,$0,$0,-,-,-
14,15.0,NOP  NOP,0.0,0.0,$0,$0,$0,-,-,-
15,16.0,NYK  NYK,0.0,0.0,$0,$0,$0,-,-,-
16,17.0,POR  POR,0.0,0.0,$0,$0,$0,-,-,-
17,18.0,SAS  SAS,0.0,0.0,$0,$0,$0,-,-,-
18,19.0,UTA  UTA,0.0,0.0,$0,$0,$0,-,-,-
19,20.0,WAS  WAS,0.0,0.0,$0,$0,$0,-,-,-
20,21.0,ATL  ATL,0.0,0.0,$0,$0,$0,-,-,-
21,22.0,TOR  TOR,0.0,0.0,$0,$0,$0,-,-,-
22,23.0,BOS  BOS,0.0,0.0,$0,$0,$0,-,-,-
23,24.0,PHI  PHI,0.0,0.0,$0,$0,$0,-,-,-
24,25.0,DET  DET,0.0,0.0,$0,$0,$0,-,-,-
25,26.0,CHA  CHA,0.0,0.0,$0,$0,$0,-,-,-
26,27.0,LAL  LAL,0.0,0.0,$0,$0,$0,-,-,-
27,28.0,MEM  MEM,0.0,0.0,$0,$0,$0,-,-,-
28,29.0,PHX  PHX,0.0,0.0,$0,$0,$0,-,-,-
29,30.0,LAC  LAC,0.0,0.0,$0,$0,$0,-,-,-
30,,Totals,0.0,-,"$396,433,795","$874,071,205",-,$0,-,-
31,,Averages,0.0,0.0,"$13,214,460","$29,135,707",-,$0,-,$0
