,Rank,Team,Record,Players  Active,Avg Age  Team,Total Cap  Allocations,Cap Space  All,Active,Active  Top 3,Dead  Cap
0,1.0,ORL  ORL,20-62,14.0,25.2,"$53,516,731","$5,162,269","$34,022,974","$20,863,760","$19,493,757"
1,2.0,PHI  PHI,34-48,14.0,23.6,"$53,780,843","$4,898,157","$27,287,899","$18,226,570","$26,492,944"
2,3.0,PHX  PHX,25-57,16.0,26.4,"$53,785,384","$4,893,616","$47,314,683","$28,387,500","$6,470,701"
3,4.0,MIL  MIL,38-44,16.0,25.5,"$54,229,524","$4,449,476","$47,079,048","$21,100,000","$7,150,476"
4,5.0,UTA  UTA,43-39,15.0,24.7,"$57,426,670","$1,252,330","$47,893,335","$24,554,196","$9,533,335"
5,6.0,ATL  ATL,44-38,15.0,26.7,"$58,477,559","$201,441","$55,517,146","$29,500,000","$2,960,413"
6,7.0,DET  DET,29-53,15.0,25.6,"$61,897,253","$-3,218,253","$61,897,253","$30,580,000",-
7,8.0,POR  POR,33-49,16.0,25.6,"$62,699,372","$-4,020,372","$62,599,372","$33,048,730","$100,000"
8,9.0,CHA  CHA,-,16.0,26.8,"$62,824,677","$-4,145,677","$49,359,172","$24,309,840","$13,465,505"
9,10.0,SAC  SAC,28-54,15.0,26.0,"$62,881,623","$-4,202,623","$58,206,752","$30,032,682","$4,674,871"
10,11.0,SAS  SAS,58-24,15.0,28.2,"$63,379,810","$-4,700,810","$63,171,742","$32,861,446","$208,068"
11,12.0,HOU  HOU,45-37,17.0,25.6,"$63,877,378","$-5,198,378","$60,308,379","$42,589,074","$3,568,999"
12,13.0,CLE  CLE,24-58,15.0,24.3,"$66,179,320","$-7,500,320","$66,063,984","$29,911,364","$115,336"
13,14.0,NOP  NOP,27-55,16.0,24.8,"$66,438,200","$-7,759,200","$62,235,672","$35,793,575","$4,202,528"
14,15.0,IND  IND,49-32,15.0,27.2,"$67,428,228","$-8,749,228","$65,850,484","$34,283,844","$788,872"
15,16.0,DAL  DAL,41-41,16.0,28.3,"$68,057,497","$-9,378,497","$68,057,497","$40,038,177",-
16,17.0,MIN  MIN,31-51,16.0,26.4,"$68,154,796","$-9,475,796","$66,354,404","$33,293,906","$1,800,392"
17,18.0,TOR  TOR,34-48,16.0,26.4,"$68,635,923","$-9,956,923","$63,206,362","$23,583,000","$5,429,561"
18,19.0,WAS  WAS,29-53,16.0,26.9,"$70,301,084","$-11,622,084","$63,807,197","$28,454,560","$6,493,887"
19,20.0,BOS  BOS,41-40,15.0,25.9,"$70,644,150","$-11,965,150","$69,955,361","$34,060,430","$688,789"
20,21.0,OKC  OKC,60-22,15.0,26.1,"$70,696,313","$-12,017,313","$70,488,245","$44,876,533","$208,068"
21,22.0,DEN  DEN,57-25,15.0,25.4,"$70,830,842","$-12,151,842","$65,379,734","$31,683,442",-
22,23.0,CHI  CHI,45-37,15.0,28.7,"$71,073,626","$-12,394,626","$63,312,273","$44,032,688","$7,761,353"
23,24.0,GSW  GSW,47-35,15.0,26.5,"$71,406,068","$-12,727,068","$71,069,466","$40,746,632","$336,602"
24,25.0,MEM  MEM,56-26,15.0,27.5,"$72,778,550","$-14,099,550","$71,361,909","$41,698,857","$532,348"
25,26.0,LAC  LAC,56-26,14.0,28.6,"$74,981,669","$-16,302,669","$72,099,475","$46,096,481","$2,882,194"
26,27.0,MIA  MIA,66-16,16.0,30.3,"$80,645,920","$-21,966,920","$80,541,886","$56,808,000","$104,034"
27,28.0,LAL  LAL,45-37,16.0,27.8,"$84,415,826","$-25,736,826","$82,184,441","$59,040,155","$2,231,385"
28,29.0,NYK  NYK,54-28,15.0,28.3,"$88,277,907","$-29,598,907","$85,994,825","$57,419,383","$2,283,082"
29,30.0,BKN  BKN,49-33,15.0,28.3,"$102,928,076","$-44,249,076","$102,766,374","$55,266,182","$161,702"
30,,Totals,-,460.0,-,"$2,042,650,819","$-282,280,819","$1,905,387,344","$1,073,141,007","$130,139,202"
31,,Averages,-,15.3,26.6,"$68,088,361","$-9,409,361","$63,512,911","$35,771,367","$4,337,973"
