" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","James                     LeBron James","SF","30","$20,644,400","32.74%","$20,644,400","$20,644,400","$20,644,400","$20,644,400","2026"
"2","Love                     Kevin Love","C","26","$15,719,063","24.93%","$15,719,063","$15,719,063","$15,719,063","$15,719,063","2026"
"3","Varejao                     Anderson Varejao","PF","32","$9,704,545","15.39%","$9,704,545","$9,704,545","$9,704,545","'-",""
"4","Irving                     Kyrie Irving","PG","22","$7,070,730","11.21%","$7,070,730","$7,070,730","$7,070,730","$7,070,730","2028"
"5","Smith                     J.R. Smith","SG","29","$6,515,510","10.33%","$6,515,510","$6,515,510","$5,982,375","$5,982,375","2015"
"6","Thompson                     Tristan Thompson","C","23","$5,138,430","8.15%","$5,138,430","$5,138,430","$5,138,430","$5,138,430","2015"
"7","Mozgov                     Timofey Mozgov","C","28","$4,650,000","7.37%","$4,650,000","$4,650,000","$4,650,000","$4,650,000","2016"
"8","Miller                     Mike Miller","SG","34","$2,732,000","4.33%","$2,732,000","$2,732,000","$2,732,000","$2,732,000","2016"
"9","Shumpert                     Iman Shumpert","SG","24","$2,616,975","4.15%","$2,616,975","$2,616,975","$2,616,975","$2,616,975","2015"
"10","Haywood                     Brendan Haywood","C","35","$2,213,688","3.51%","$2,213,688","$2,213,688","$2,213,688","'-","2015"
"11","Marion                     Shawn Marion","SF","36","$915,243","1.45%","$915,243","$915,243","$1,448,490","'-","2015"
"12","Jones                     James Jones","SG","34","$915,243","1.45%","$915,243","$915,243","$1,448,490","$1,448,490","2015"
"13","Harris                     Joe Harris","SG","23","$884,879","1.40%","$884,879","$884,879","$884,879","$884,879","2017"
"14","Dellavedova                     Matthew Dellavedova","PG","24","$816,482","1.29%","$816,482","$816,482","$816,482","$816,482","2015"
"15","Perkins                     Kendrick Perkins","C","30","$274,573","0.44%","$274,573","$274,573","$434,547","'-","2015"

