" ","Player (5)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Nogueira                     Lucas Nogueira","C","29","$8,841,915","7.87%","","","","",""
"2","De Colo                     Nando De Colo","PG","34","$1,901,900","1.69%","","","","",""
"3","Thompson                     Jason Thompson","PF","35","$1,669,178","1.48%","","","","",""
"4","Meeks                     Jodie Meeks","SG","34","$1,669,178","1.48%","","","","",""
"5","Lin                     Jeremy Lin","PG","33","$1,669,178","1.48%","","","","",""

