" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Scott                     Mike Scott","PF","33","$9,510,165","8.46%","","","","",""
"2","O'Quinn                     Kyle O'Quinn","C","31","$1,669,178","1.48%","","","","",""

