" ","Player (14)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Booker                     Devin Booker","SG","29","$53,142,264","34.36%","$53,142,264","$53,142,264","$53,142,264","$53,142,264","2030"
"2","Green                     Jalen Green","SG","23","$33,584,499","21.72%","$33,584,499","$33,584,499","$33,333,333","$33,333,333","2028"
"3","Brooks                     Dillon Brooks","SF","30","$21,124,110","13.66%","$22,124,110","$21,063,409","$21,124,110","$21,124,110","2027"
"4","Allen                     Grayson Allen","SG","30","$16,875,000","10.91%","$16,875,000","$16,875,000","$16,875,000","$16,875,000","2028"
"5","O'Neale                     Royce O'Neale","SF","32","$10,125,000","6.55%","$10,625,000","$10,125,000","$10,125,000","$10,125,000","2028"
"6","Williams                     Mark Williams","C","24","$6,276,531","4.06%","$6,276,531","$6,258,495","$6,276,531","$6,276,531","2026"
"7","Maluach                     Khaman Maluach","C","19","$6,016,080","3.89%","$6,016,080","$6,016,080","$6,016,080","$6,016,080","2029"
"8","Dunn                     Ryan Dunn","SF","23","$2,657,760","1.72%","$2,657,760","$2,657,760","$2,657,760","$2,657,760","2028"
"9","Goodwin                     Jordan Goodwin","PG","27","$2,349,578","1.52%","$2,349,578","$2,349,578","$2,349,578","$2,349,578","2026"
"10","Coffey                     Amir Coffey","SG","28","$2,296,274","1.48%","$2,296,274","$2,296,274","$1,090,303","$2,874,436","2026"
"11","Anthony                     Cole Anthony","PG","25","$2,296,274","1.48%","$2,296,274","$2,296,274","$1,011,980","$2,667,947","2026"
"12","Gillespie                     Collin Gillespie","PG","26","$2,296,274","1.48%","$2,296,274","$2,296,274","$2,378,870","$2,378,870","2026"
"13","Ighodaro                     Oso Ighodaro","C","23","$1,955,377","1.26%","$1,955,377","$1,955,377","$1,955,377","$1,955,377","2028"
"14","Fleming                     Rasheer Fleming","PF","21","$1,272,870","0.82%","$1,272,870","$1,272,870","$1,272,870","$1,272,870","2029"

