" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Love                     Kevin Love","PF","32","$31,258,256","28.64%","$31,258,256","$31,258,256","$31,258,256","$31,258,256","2026"
"2","Prince                     Taurean Prince","PF","26","$12,250,000","11.22%","$14,087,500","$12,250,000","$10,152,397","$12,250,000","2027"
"3","Nance Jr.                     Larry Nance Jr.","PF","28","$11,709,091","10.73%","$11,709,091","$11,709,091","$11,709,091","$11,709,091","2026"
"4","Osman                     Cedi Osman","SF","25","$8,840,580","8.10%","$8,840,580","$8,840,580","$8,840,580","$8,840,580","2024"
"5","Garland                     Darius Garland","PG","21","$6,720,720","6.16%","$6,720,720","$6,720,720","$6,720,720","$6,720,720","2028"
"6","Okoro                     Isaac Okoro","SG","20","$6,400,920","5.86%","$6,400,920","$6,400,920","$6,400,920","$6,400,920","2027"
"7","Sexton                     Collin Sexton","PG","22","$4,991,880","4.57%","$4,991,880","$4,991,880","$4,991,880","$4,991,880","2026"
"8","Allen                     Jarrett Allen","C","22","$3,909,902","3.58%","$3,909,902","$3,909,902","$3,240,398","$3,909,902","2029"
"9","Windler                     Dylan Windler","SF","24","$2,137,440","1.96%","$2,137,440","$2,137,440","$2,137,440","$2,137,440","2023"
"10","Dotson                     Damyean Dotson","SG","26","$2,000,000","1.83%","$2,000,000","$2,000,000","$2,000,000","$2,000,000","2022"
"11","Dellavedova                     Matthew Dellavedova","PG","30","$1,620,564","1.48%","$1,620,564","$1,620,564","$2,174,318","$2,174,318","2021"
"12","Hartenstein                     Isaiah Hartenstein","C","22","$1,620,564","1.48%","$1,620,564","$1,620,564","$588,287","$1,620,564","2027"
"13","Wade                     Dean Wade","PF","24","$1,517,981","1.39%","$1,517,981","$1,701,593","$1,517,981","$1,517,981","2026"
"14","Stevens                     Lamar Stevens","SF","23","$652,366","0.60%","$652,366","$652,366","$652,366","$652,366","2024"
"15","Kabengele                     Mfiondu Kabengele","PF","23","$158,433","0.15%","$158,433","$158,433","$158,433","$158,433","2023"
"16","Martin                     Jeremiah Martin","G","24","Two-Way","'-","'-","'-","'-","'-","2021"
"17","Thomas                     Brodric Thomas","G","","Two-Way","'-","'-","'-","'-","'-","2021"

