"Player (6 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Fox                   De'Aaron Fox","PG","30","VET-EXT","$53,784,000","30.86%","$53,784,000","'-","'-","'-","$53,784,000"
"Vassell                   Devin Vassell","SG","27","RK-EXT","$24,652,174","14.14%","$24,652,174","'-","$2,008,697","'-","$24,652,174"
"Harper                   Dylan Harper","PG","21","RK-1ST","$13,607,760","7.81%","$13,607,760","'-","'-","'-","'-"
"Castle                   Stephon Castle","PG","23","RK-1ST","$12,670,139","7.27%","$12,670,139","'-","'-","'-","'-"
"Kornet                   Luke Kornet","C","32","FA","$9,900,000","5.68%","$9,900,000","'-","'-","'-","$2,550,000"
"Bryant                   Carter Bryant","PF","22","RK-1ST","$5,390,640","3.09%","$5,390,640","'-","'-","'-","'-"

