" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Taylor                     Terry Taylor","SF","24","$2,019,706","1.48%","$2,019,706","$2,019,706","$2,019,706","'-"
"2","Green                     Javonte Green","SG","30","$116,075","0.09%","$116,075","$116,075","$124,425","$124,425"

