" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Crabbe                     Allen Crabbe","SG","25","$19,332,500","19.51%","$19,332,500","$19,332,500","$19,332,500","$19,332,500","2020"
"2","Mozgov                     Timofey Mozgov","C","31","$15,280,000","15.42%","$15,280,000","$15,280,000","$15,280,000","$15,280,000","2020"
"3","Carroll                     DeMarre Carroll","SF","31","$14,800,000","14.94%","$14,800,000","$14,800,000","$14,800,000","$14,800,000","2019"
"4","Lin                     Jeremy Lin","PG","29","$12,000,000","12.11%","$12,000,000","$12,000,000","$12,000,000","$12,000,000","2019"
"5","Russell                     D'Angelo Russell","PG","21","$5,562,360","5.61%","$5,562,360","$5,562,360","$5,562,360","$5,562,360","2027"
"6","Okafor                     Jahlil Okafor","C","22","$4,995,120","5.04%","$4,995,120","$4,995,120","$3,527,627","$4,995,120","2018"
"7","Stauskas                     Nik Stauskas","SG","24","$3,807,147","3.84%","$3,807,147","$3,807,147","$2,688,663","$3,807,147","2018"
"8","Cunningham                     Dante Cunningham","PF","30","$2,300,000","2.32%","$2,300,000","$2,300,000","$818,644","$2,300,000","2018"
"9","Allen                     Jarrett Allen","C","19","$1,713,720","1.73%","$1,713,720","$1,713,720","$1,713,720","$1,713,720","2029"
"10","Acy                     Quincy Acy","PF","27","$1,709,538","1.73%","$1,709,538","$1,709,538","$1,709,538","$1,709,538","2018"
"11","LeVert                     Caris LeVert","SG","23","$1,632,480","1.65%","$1,632,480","$1,632,480","$1,632,480","$1,632,480","2027"
"12","Harris                     Joe Harris","SG","26","$1,524,305","1.54%","$1,524,305","$1,524,305","$1,524,305","$1,524,305","2018"
"13","Dinwiddie                     Spencer Dinwiddie","PG","24","$1,524,305","1.54%","$1,524,305","$1,524,305","$1,524,305","$1,524,305",""
"14","Hollis-Jefferson                     Rondae Hollis-Jefferson","SF","23","$1,471,382","1.48%","$1,471,382","$1,471,382","$1,471,382","$1,471,382","2019"
"15","Whitehead                     Isaiah Whitehead","PG","22","$1,312,611","1.32%","$1,312,611","$1,471,382","$1,312,611","$1,312,611","2020"
"16","Webb III                     James Webb III","SF","24","Two-Way","'-","'-","'-","'-","'-",""
"17","Doyle                     Milton Doyle","G","24","Two-Way","'-","'-","'-","'-","'-",""

