" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Bertans                     Davis Bertans","PF","31","$17,000,000","12.50%","$17,000,000","$17,000,000","$6,448,276","$17,000,000","2025"
"2","Williams                     Grant Williams","PF","25","$12,405,000","9.12%","$12,405,000","$12,405,000","$4,705,345","$12,405,000","2027"
"3","Ball                     LaMelo Ball","PG","22","$10,900,635","8.01%","$10,900,635","$10,900,635","$10,900,635","$10,900,635","2029"
"4","Miller                     Brandon Miller","SF","21","$10,880,400","8.00%","$10,880,400","$10,880,400","$10,880,400","$10,880,400","2027"
"5","Bridges                     Miles Bridges","SF","25","$7,921,300","5.82%","$7,921,300","$7,201,182","$7,921,300","$7,921,300","2027"
"6","Micic                     Vasilije Micic","PG","30","$7,723,000","5.68%","$7,723,000","$7,723,000","$2,929,414","$7,723,000","2026"
"7","Martin                     Cody Martin","SF","28","$7,560,000","5.56%","$7,560,000","$7,560,000","$7,560,000","$7,560,000","2026"
"8","Richards                     Nick Richards","C","26","$5,000,000","3.68%","$5,000,000","$5,000,000","$5,000,000","$5,000,000","2026"
"9","Curry                     Seth Curry","SG","33","$4,000,000","2.94%","$4,000,000","$4,000,000","$1,517,241","$4,000,000","2026"
"10","Williams                     Mark Williams","C","22","$3,908,160","2.87%","$3,908,160","$3,908,160","$3,908,160","$3,908,160","2026"
"11","Mann                     Tre Mann","PG","22","$3,191,400","2.35%","$3,191,400","$3,191,400","$1,210,531","$3,191,400","2028"
"12","Smith Jr.                     Nick Smith Jr.","PG","19","$2,463,960","1.81%","$2,463,960","$2,463,960","$2,463,960","$2,463,960","2026"
"13","Thor                     JT Thor","PF","21","$1,836,096","1.35%","$1,836,096","$1,836,096","$1,836,096","$1,836,096","2024"
"14","McGowens                     Bryce McGowens","SG","21","$1,719,864","1.26%","$1,719,864","$1,719,864","$1,719,864","$1,719,864","2026"
"15","Pokusevski                     Aleksej Pokusevski","PF","22","$565,176","0.42%","$565,176","$565,176","$565,176","$565,176","2025"
"16","Bolden                     Marques Bolden","C","25","Two-Way","'-","'-","'-","'-","'-","2025"
"17","Bailey                     Amari Bailey","PG","19","Two-Way","'-","'-","'-","'-","'-","2024"
"18","Black                     Leaky Black","SF","24","Two-Way","'-","'-","'-","'-","'-","2025"

