" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Cousins                     DeMarcus Cousins","C","25","$15,851,950","22.65%","$15,851,950","$15,851,950","$15,851,950","$15,851,950","2018"
"2","Gay                     Rudy Gay","SF","29","$12,403,101","17.72%","$12,403,101","$12,403,101","$12,403,101","$12,403,101","2018"
"3","Rondo                     Rajon Rondo","PG","29","$9,500,000","13.57%","$9,500,000","$9,500,000","$9,500,000","$9,500,000","2016"
"4","Koufos                     Kosta Koufos","C","26","$7,700,000","11.00%","$7,700,000","$7,700,000","$7,700,000","$7,700,000","2019"
"5","Belinelli                     Marco Belinelli","SG","29","$6,060,606","8.66%","$6,060,606","$6,060,606","$6,060,606","$6,060,606","2018"
"6","Collison                     Darren Collison","PG","28","$5,013,559","7.16%","$5,013,559","$5,013,559","$5,013,559","$5,013,559","2017"
"7","Cauley-Stein                     Willie Cauley-Stein","C","22","$3,398,280","4.85%","$3,398,280","$3,398,280","$3,398,280","$3,398,280","2019"
"8","McLemore                     Ben McLemore","SG","22","$3,156,600","4.51%","$3,156,600","$3,156,600","$3,156,600","'-","2017"
"9","Casspi                     Omri Casspi","SF","27","$2,836,186","4.05%","$2,836,186","$2,836,186","$2,836,186","$2,836,186","2017"
"10","Butler                     Caron Butler","SF","35","$1,499,187","2.14%","$1,499,187","$1,499,187","$1,499,187","'-","2017"
"11","Anderson                     James Anderson","SG","26","$1,015,421","1.45%","$1,015,421","$1,015,421","$1,015,421","'-","2017"
"12","Acy                     Quincy Acy","PF","25","$981,348","1.40%","$981,348","$981,348","$981,348","$981,348","2017"
"13","Curry                     Seth Curry","SG","25","$947,276","1.35%","$947,276","$947,276","$947,276","$947,276","2026"
"14","Moreland                     Eric Moreland","PF","24","$845,059","1.21%","$845,059","$845,059","$845,059","$845,059","2016"
"15","Dukan                     Duje Dukan","PF","24","$525,093","0.75%","$525,093","$525,093","$525,093","'-","2017"

