" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Jefferson                     Richard Jefferson","SF","41","$1,669,178","1.48%","","","","",""
"2","Daniels                     Troy Daniels","SG","30","$1,669,178","1.48%","","","","",""

