" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Pierce                     Paul Pierce","SF","35","$16,790,345","28.93%","$16,790,345","$16,790,345","$16,790,345","'-","2014"
"2","Garnett                     Kevin Garnett","PF","36","$11,566,265","19.93%","$11,566,265","$11,566,265","$11,566,265","'-","2015"
"3","Rondo                     Rajon Rondo","PG","26","$11,000,000","18.95%","$11,000,000","$11,000,000","$11,000,000","$11,000,000","2015"
"4","Green                     Jeff Green","SF","26","$8,100,000","13.95%","$8,100,000","$8,100,000","$8,100,000","'-","2016"
"5","Bass                     Brandon Bass","PF","27","$6,000,000","10.34%","$6,000,000","$6,000,000","$6,000,000","$6,000,000","2015"
"6","Terry                     Jason Terry","SG","35","$5,000,000","8.61%","$5,000,000","$5,000,000","$5,000,000","'-","2015"
"7","Lee                     Courtney Lee","SG","27","$5,000,000","8.61%","$5,000,000","$5,000,000","$5,000,000","$5,000,000","2016"
"8","Bradley                     Avery Bradley","SG","22","$1,630,800","2.81%","$1,630,800","$1,630,800","$1,630,800","$1,630,800","2014"
"9","Sullinger                     Jared Sullinger","PF","20","$1,306,920","2.25%","$1,306,920","$1,306,920","$1,306,920","'-","2016"
"10","Melo                     Fab Melo","C","22","$1,254,720","2.16%","$1,254,720","$1,254,720","$1,254,720","'-","2013"
"11","Crawford                     Jordan Crawford","SG","24","$1,198,680","2.07%","$1,198,680","$1,198,680","$1,198,680","$1,198,680","2014"
"12","Wilcox                     Chris Wilcox","PF","30","$854,389","1.47%","$854,389","$854,389","$1,352,181","'-","2013"
"13","Williams                     Terrence Williams","SG","25","$249,916","0.43%","$249,916","$249,916","'-","'-","2013"
"14","Randolph                     Shavlik Randolph","PF","29","$163,500","0.28%","$163,500","$163,500","$163,500","'-","2013"
"15","White                     D.J. White","PF","26","$145,749","0.25%","$145,749","$145,749","$156,234","'-","2013"

