" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Westbrook                     Russell Westbrook","PG","33","$44,211,146","39.33%","$44,211,146","$44,211,146","$44,211,146","$44,211,146","2026"
"2","James                     LeBron James","PF","37","$41,180,544","36.63%","$41,180,544","$41,038,542","$41,180,544","$41,180,544","2026"
"3","Davis                     Anthony Davis","C","28","$35,361,360","31.46%","$35,361,360","$35,361,360","$35,361,360","$35,361,360","2028"
"4","Horton-Tucker                     Talen Horton-Tucker","SG","21","$9,500,000","8.45%","$9,500,000","$9,500,000","$9,500,000","$9,500,000","2024"
"5","Nunn                     Kendrick Nunn","PG","26","$5,000,000","4.45%","$5,000,000","$5,000,000","$5,000,000","$5,000,000","2023"
"6","Anthony                     Carmelo Anthony","PF","37","$1,669,178","1.48%","$1,669,178","$1,669,178","$2,641,691","$2,641,691","2022"
"7","Howard                     Dwight Howard","C","36","$1,669,178","1.48%","$1,669,178","$1,669,178","$2,641,691","$2,641,691","2022"
"8","Ellington                     Wayne Ellington","SG","34","$1,669,178","1.48%","$1,669,178","$1,669,178","$2,641,691","$2,641,691","2022"
"9","Bradley                     Avery Bradley","PG","31","$1,669,178","1.48%","$1,669,178","$1,669,178","$2,641,691","$2,641,691","2022"
"10","Bazemore                     Kent Bazemore","SG","32","$1,669,178","1.48%","$1,669,178","$1,669,178","$2,401,537","$2,401,537","2022"
"11","Monk                     Malik Monk","SG","23","$1,669,178","1.48%","$1,669,178","$1,669,178","$1,789,256","$1,789,256","2028"
"12","Reaves                     Austin Reaves","SG","23","$925,258","0.82%","$925,258","$1,669,178","$925,258","$925,258","2027"
"13","Johnson                     Stanley Johnson","SF","25","$888,616","0.79%","$888,616","$888,616","$888,616","$888,616","2023"
"14","Augustin                     D.J. Augustin","PG","34","$393,312","0.35%","$393,312","$393,312","$622,467","$622,467","2022"
"15","Gabriel                     Wenyen Gabriel","PF","24","$28,779","0.03%","$28,779","$28,779","$29,814","$29,814","2023"
"16","Jones                     Mason Jones","SG","23","Two-Way","'-","'-","'-","'-","'-","2022"
"17","McClung                     Mac McClung","PG","23","Two-Way","'-","'-","'-","'-","'-","2022"

