"Player (8)","Pos","","","Cap Hit","Cap Hit Pct                 League Cap","","","","",""
"Ojeleye                   Semi Ojeleye","PF","","","$1,669,178","1.48%","","","","",""
"Wright                   Moses Wright","F","","","'-","'-","","","","",""
"Moon                   Xavier Moon","SG","","","'-","'-","","","","",""
"Moon                   Xavier Moon","SG","","","'-","'-","","","","",""
"Moon                   Xavier Moon","SG","","","'-","'-","","","","",""
"Gabriel                   Wenyen Gabriel","PF","","","'-","'-","","","","",""
"Gabriel                   Wenyen Gabriel","PF","","","'-","'-","","","","",""
"Ennis III                   James Ennis III","SF","","","'-","'-","","","","",""

