" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Hamilton                     Justin Hamilton","C","29","$1,000,000","0.92%","$1,000,000","$1,000,000","$1,000,000","'-"
"2","Payne                     Cameron Payne","PG","25","$150,000","0.14%","$150,000","$150,000","$150,000","'-"
"3","Taylor                     Isaiah Taylor","PG","25","$50,000","0.05%","$50,000","$50,000","$50,000","'-"

