" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Randolph                     Zach Randolph","PF","31","$16,500,000","28.43%","$16,500,000","$16,500,000","$16,500,000","$16,500,000",""
"2","Gasol                     Marc Gasol","C","28","$13,891,359","23.93%","$13,891,359","$13,891,359","$13,891,359","$13,891,359","2015"
"3","Conley                     Mike Conley","PG","25","$7,505,786","12.93%","$7,505,786","$7,505,786","$7,505,786","$7,505,786","2026"
"4","Prince                     Tayshaun Prince","SF","32","$6,764,045","11.65%","$6,764,045","$6,764,045","$6,764,045","'-","2015"
"5","Allen                     Tony Allen","SG","31","$3,300,000","5.69%","$3,300,000","$3,300,000","$3,300,000","'-","2013"
"6","Arthur                     Darrell Arthur","PF","24","$3,006,217","5.18%","$3,006,217","$3,006,217","$3,006,217","$3,006,217","2015"
"7","Bayless                     Jerryd Bayless","PG","24","$3,000,000","5.17%","$3,000,000","$3,000,000","$3,000,000","$3,000,000","2014"
"8","Daye                     Austin Daye","PF","24","$2,958,077","5.10%","$2,958,077","$2,958,077","$2,958,077","'-","2013"
"9","Davis                     Ed Davis","PF","23","$2,207,040","3.80%","$2,207,040","$2,207,040","$2,207,040","$2,207,040","2014"
"10","Pondexter                     Quincy Pondexter","SG","24","$1,234,320","2.13%","$1,234,320","$1,234,320","$1,234,320","$1,234,320",""
"11","Wroten Jr.                     Tony Wroten Jr.","SG","19","$1,110,120","1.91%","$1,110,120","$1,110,120","$1,110,120","'-","2016"
"12","Leuer                     Jon Leuer","PF","23","$762,195","1.31%","$762,195","$762,195","$762,195","$762,195","2013"
"13","Dooling                     Keyon Dooling","SG","32","$119,310","0.21%","$119,310","$119,310","$119,310","'-","2013"
"14","Greene                     Donte Greene","SF","24","$5,026","0.01%","$5,026","$5,026","$5,387","'-","2014"
"15","Reed                     Willie Reed","C","22","$2,786","0.00%","$2,786","$2,786","$2,786","'-","2013"

