" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Harrington                     Al Harrington","PF","35","$947,276","1.35%","","","","",""
"2","Harrington                     Al Harrington","PF","35","$947,276","1.35%","","","","",""
"3","Bynum                     Will Bynum","PG","33","$947,276","1.35%","","","","",""
"","Round 2, Pick #49","","","                                                   -"," "," "," "," "," "," "

