" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Lopez                     Brook Lopez","C","29","$22,642,350","22.85%","$22,642,350","$22,642,350","$22,642,350","$22,642,350","2027"
"2","Caldwell-Pope                     Kentavious Caldwell-Pope","SG","24","$17,745,894","17.91%","$17,745,894","$17,745,894","$17,745,894","$17,745,894","2027"
"3","Deng                     Luol Deng","SF","32","$17,190,000","17.35%","$17,190,000","$17,190,000","$17,190,000","$17,190,000","2020"
"4","Frye                     Channing Frye","PF","34","$7,420,912","7.49%","$7,420,912","$7,420,912","$2,641,342","$7,420,912","2018"
"5","Ball                     Lonzo Ball","PG","20","$6,286,560","6.34%","$6,286,560","$6,286,560","$6,286,560","$6,286,560","2027"
"6","Thomas                     Isaiah Thomas","PG","28","$6,261,395","6.32%","$6,261,395","$6,261,395","$2,228,632","$6,261,395","2018"
"7","Ingram                     Brandon Ingram","SF","20","$5,519,400","5.57%","$5,519,400","$5,519,400","$5,519,400","$5,519,400","2028"
"8","Randle                     Julius Randle","PF","23","$4,149,242","4.19%","$4,149,242","$4,149,242","$4,149,242","$4,149,242","2028"
"9","Ennis                     Tyler Ennis","PG","23","$1,524,305","1.54%","$1,524,305","$1,524,305","$1,524,305","$1,524,305","2019"
"10","Kuzma                     Kyle Kuzma","PF","22","$1,423,560","1.44%","$1,423,560","$1,423,560","$1,423,560","$1,423,560","2027"
"11","Hart                     Josh Hart","SG","22","$1,394,520","1.41%","$1,394,520","$1,394,520","$1,394,520","$1,394,520","2028"
"12","Zubac                     Ivica Zubac","C","20","$1,312,611","1.32%","$1,312,611","$1,312,611","$1,312,611","$1,312,611","2028"
"13","Bryant                     Thomas Bryant","C","20","$815,615","0.82%","$815,615","$815,615","$815,615","$815,615","2026"
"14","Wear                     Travis Wear","SF","27","$148,318","0.15%","$148,318","$148,318","$148,318","$148,318","2018"
"15","Ingram                     Andre Ingram","G","32","$13,824","0.01%","$13,824","$13,824","$13,824","$13,824","2018"
"16","Payton II                     Gary Payton II","PG","25","Two-Way","'-","'-","'-","'-","'-","2026"
"17","Caruso                     Alex Caruso","PG","23","Two-Way","'-","'-","'-","'-","$50,000","2029"

