"Player (5)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Holland II                   Ron Holland II","SF","23","RK-1ST","$34,473,549","18.84%","$16,386,428","","","Bird",""
"Stewart                   Isaiah Stewart","C","27","RK-EXT","$26,571,429","14.52%","'-","","","Bird",""
"Robinson                   Duncan Robinson","SF","34","S&T","$22,726,833","12.42%","'-","","","Bird",""
"Beasley                   Malik Beasley","SG","32","FA","$7,200,000","3.93%","'-","","","Non-Bird",""
"Klintman                   Bobi Klintman","SF","25","RK-2ND","$3,056,337","1.67%","'-","","","Bird",""
"Incomplete Roster Charge"," "," "," ","                                   $15,063,620"," "," "," "," "," "," "

