" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Bullock                     Reggie Bullock","SF","33","$2,087,519","1.48%","","","","","Non-Bird"
"2","Marjanovic                     Boban Marjanovic","C","36","$2,087,519","1.48%","","","","","Bird"

