" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Prince                     Tayshaun Prince","SF","36","$980,431","1.04%","","","","",""
"2","Jeffers                     Othyus Jeffers","PG","31","$980,431","1.04%","","","","",""

