" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Young                     Trae Young","PG","25","$40,064,220","29.45%","$40,064,220","$40,064,220","$40,064,220","$40,064,220","2027"
"2","Capela                     Clint Capela","C","29","$20,616,000","15.16%","$22,616,000","$20,616,000","$20,616,000","$20,616,000","2028"
"3","Hunter                     De'Andre Hunter","SF","26","$20,089,286","14.77%","$21,339,286","$20,089,286","$20,089,286","$20,089,286","2027"
"4","Bogdanovic                     Bogdan Bogdanovic","SG","31","$18,700,000","13.75%","$18,700,000","$18,700,000","$18,700,000","$18,700,000","2027"
"5","Murray                     Dejounte Murray","PG","27","$18,214,000","13.39%","$19,214,000","$18,214,000","$18,214,000","$17,714,000","2028"
"6","Okongwu                     Onyeka Okongwu","C","23","$8,109,063","5.96%","$8,109,063","$8,109,063","$8,109,063","$8,109,063","2028"
"7","Bey                     Saddiq Bey","SF","24","$4,556,983","3.35%","$4,556,983","$4,556,983","$4,556,983","$4,556,983","2027"
"8","Bufkin                     Kobe Bufkin","PG","20","$4,094,280","3.01%","$4,094,280","$4,094,280","$4,094,280","$4,094,280","2027"
"9","Griffin                     A.J. Griffin","SF","20","$3,712,920","2.73%","$3,712,920","$3,712,920","$3,712,920","$3,712,920","2026"
"10","Johnson                     Jalen Johnson","SF","22","$2,925,360","2.15%","$2,925,360","$2,925,360","$2,925,360","$2,925,360","2030"
"11","Fernando                     Bruno Fernando","C","25","$2,581,522","1.90%","$2,581,522","$2,581,522","$2,581,522","$2,581,522","2026"
"12","Matthews                     Wesley Matthews","SG","37","$2,019,706","1.48%","$2,019,706","$2,019,706","$3,196,448","$3,196,448","2024"
"13","Mathews                     Garrison Mathews","SG","27","$2,000,000","1.47%","$2,000,000","$2,000,000","$2,000,000","$2,000,000","2025"
"14","Gueye                     Mouhamed Gueye","PF","21","$1,119,563","0.82%","$1,119,563","$1,119,563","$1,119,563","$1,119,563","2027"
"15","Forrest                     Trent Forrest","PG","25","$533,945","0.39%","$533,945","$533,945","$553,151","$553,151","2024"
"16","Windler                     Dylan Windler","SF","27","Two-Way","'-","'-","'-","'-","'-","2024"
"17","Krejci                     Vit Krejci","PG","23","Two-Way","'-","'-","'-","'-","'-","2028"
"18","Lundy                     Seth Lundy","SG","23","Two-Way","'-","'-","'-","'-","'-","2024"

