" ","Player (12)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Smith                     J.R. Smith","SG","34","$1,456,667","1.33%","$1,456,667","$1,456,667","$1,456,667","'-"
"2","McKinnie                     Alfonzo McKinnie","PF","27","$708,871","0.65%","$708,871","$708,871","$708,871","'-"
"3","Macura                     J.P. Macura","SG","24","$106,184","0.10%","$106,184","$119,028","$106,184","$106,184"
"4","McClellan                     Sheldon McClellan","SG","27","$91,557","0.08%","$91,557","$91,557","$91,557","$91,557"
"5","McKinnie                     Alfonzo McKinnie","PF","27","$91,557","0.08%","$91,557","$91,557","$91,557","$91,557"
"6","McKinnie                     Alfonzo McKinnie","PF","27","$91,557","0.08%","$91,557","$91,557","$91,557","$91,557"
"7","Newman                     Malik Newman","G","22","$65,975","0.06%","$65,975","$119,028","$65,975","$65,975"
"8","Pointer                     Sir'Dominic Pointer","SF","27","$50,752","0.05%","$50,752","$91,557","$50,752","$50,752"
"9","Bolden                     Marques Bolden","C","21","$50,752","0.05%","$50,752","$91,557","$50,752","$50,752"
"10","Cook                     Tyler Cook","C","22","$50,752","0.05%","$50,752","$50,752","$50,752","$50,752"
"11","Cook                     Tyler Cook","C","22","$50,752","0.05%","$50,752","$50,752","$50,752","$50,752"
"12","Cook                     Tyler Cook","C","22","$50,000","0.05%","$50,000","$50,000","$50,000","'-"

