"Player (4)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Caruso                   Alex Caruso","SG","35","VET-EXT","$33,669,720","17.52%","'-","","","",""
"Sorber                   Thomas Sorber","C","24","RK-1ST","$23,548,719","12.25%","$11,758,661","","","Restricted Bird",""
"Wiggins                   Aaron Wiggins","SG","31","FA","$15,857,014","8.25%","'-","","","Bird",""
"Ducas                   Alex Ducas","G","29","2W","$2,545,477","1.32%","'-","","","Two-Way",""
"Incomplete Roster Charge"," "," "," ","                                   $14,235,120"," "," "," "," "," "," "

