" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Webster                     Martell Webster","SF","25","$5,265,000","9.07%","$5,265,000","$5,265,000","$4,237,683","'-","2012"
"2","Beasley                     Michael Beasley","SF","23","$5,040,426","8.68%","$5,040,426","$5,040,426","$5,040,426","$5,040,426","2012"
"3","Milicic                     Darko Milicic","PF","26","$4,776,500","8.23%","$4,776,500","$4,776,500","$3,844,500","'-","2012"
"4","Miller                     Brad Miller","C","","$4,752,000","8.19%","$4,752,000","$4,752,000","$3,824,780","'-","2013"
"5","Love                     Kevin Love","C","23","$4,609,704","7.94%","$4,609,704","$4,609,704","$3,710,250","$3,710,250","2026"
"6","Williams                     Derrick Williams","PF","20","$4,602,720","7.93%","$4,602,720","$4,602,720","$3,704,628","$3,704,628","2015"
"7","Pekovic                     Nikola Pekovic","C","26","$4,503,600","7.76%","$4,503,600","$4,503,600","$3,624,849","'-","2013"
"8","Barea                     Jose Barea","PG","27","$4,300,000","7.41%","$4,300,000","$4,300,000","$3,460,976","$3,460,976","2014"
"9","Johnson                     Wesley Johnson","SF","24","$4,006,080","6.90%","$4,006,080","$4,006,080","$3,224,406","$3,224,406","2013"
"10","Ridnour                     Luke Ridnour","PG","30","$3,680,000","6.34%","$3,680,000","$3,680,000","$2,961,951","'-","2014"
"11","Rubio                     Ricky Rubio","PG","21","$3,480,120","6.00%","$3,480,120","$3,480,120","$2,801,072","$2,801,072",""
"12","Randolph                     Anthony Randolph","PF","22","$2,911,231","5.02%","$2,911,231","$2,911,231","$2,343,186","'-","2012"
"13","Tolliver                     Anthony Tolliver","PF","26","$2,050,000","3.53%","$2,050,000","$2,050,000","$1,650,000","'-","2012"
"14","Ellington                     Wayne Ellington","SG","24","$929,151","1.60%","$929,151","$929,151","$929,151","$929,151","2013"
"15","Lee                     Malcolm Lee","SG","21","$500,000","0.86%","$500,000","$500,000","$402,439","'-","2013"

