" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Stoudemire                     Amar'e Stoudemire","PF","31","$21,679,893","36.95%","$21,679,893","$21,679,893","$21,679,893","'-","2015"
"2","Anthony                     Carmelo Anthony","SF","29","$21,388,953","36.45%","$21,388,953","$21,388,953","$21,388,953","$21,388,953","2014"
"3","Chandler                     Tyson Chandler","C","31","$14,350,537","24.46%","$14,350,537","$14,350,537","$14,350,537","$14,100,537","2015"
"4","Bargnani                     Andrea Bargnani","C","28","$11,862,500","20.22%","$11,862,500","$11,862,500","$11,862,500","'-","2015"
"5","Smith                     J.R. Smith","SG","28","$5,565,000","9.48%","$5,565,000","$5,565,000","$5,565,000","$5,565,000","2015"
"6","Felton                     Raymond Felton","PG","29","$3,637,073","6.20%","$3,637,073","$3,637,073","$3,637,073","'-","2016"
"7","Shumpert                     Iman Shumpert","SG","23","$1,703,760","2.90%","$1,703,760","$1,703,760","$1,703,760","$1,703,760","2015"
"8","Prigioni                     Pablo Prigioni","PG","36","$1,591,350","2.71%","$1,591,350","$1,591,350","$1,591,350","'-","2015"
"9","Hardaway Jr.                     Tim Hardaway Jr.","SG","21","$1,196,760","2.04%","$1,196,760","$1,196,760","$1,196,760","$1,196,760","2026"
"10","Martin                     Kenyon Martin","PF","36","$884,293","1.51%","$884,293","$884,293","$1,399,507","'-","2014"
"11","Aldrich                     Cole Aldrich","C","25","$884,293","1.51%","$884,293","$884,293","$916,099","$916,099","2014"
"12","Tyler                     Jeremy Tyler","PF","22","$556,584","0.95%","$556,584","$556,584","$556,584","'-","2014"
"13","Murry                     Toure Murry","SF","24","$490,180","0.84%","$490,180","$490,180","$490,180","'-","2014"
"14","Brown                     Shannon Brown","PG","28","$195,417","0.33%","$195,417","$195,417","$195,417","'-","2014"
"15","Odom                     Lamar Odom","PF","34","$8,232","0.01%","$8,232","$8,232","$8,232","'-","2014"

