" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Wall                     John Wall","PG","24","$14,746,000","23.38%","$14,746,000","$14,746,000","$14,746,000","$14,746,000",""
"2","Hilario                     Nene Hilario","C","32","$13,000,000","20.61%","$13,000,000","$13,000,000","$13,000,000","'-","2016"
"3","Gortat                     Marcin Gortat","C","30","$10,434,782","16.55%","$10,434,782","$10,434,782","$10,434,782","$10,434,782","2019"
"4","Webster                     Martell Webster","SF","28","$5,381,750","8.53%","$5,381,750","$5,381,750","$5,381,750","'-","2017"
"5","Pierce                     Paul Pierce","SF","37","$5,305,000","8.41%","$5,305,000","$5,305,000","$5,305,000","'-","2016"
"6","Beal                     Bradley Beal","SG","21","$4,505,280","7.14%","$4,505,280","$4,505,280","$4,505,280","$4,505,280","2027"
"7","Porter Jr.                     Otto Porter Jr.","SF","21","$4,470,480","7.09%","$4,470,480","$4,470,480","$4,470,480","$4,470,480","2017"
"8","Humphries                     Kris Humphries","PF","29","$4,250,000","6.74%","$4,250,000","$4,250,000","$4,250,000","'-","2017"
"9","Seraphin                     Kevin Seraphin","PF","25","$3,898,691","6.18%","$3,898,691","$3,898,691","$3,898,691","$3,898,691","2015"
"10","Sessions                     Ramon Sessions","PG","28","$2,077,000","3.29%","$2,077,000","$2,077,000","$2,077,000","$2,077,000","2016"
"11","Blair                     DeJaun Blair","C","25","$2,000,000","3.17%","$2,000,000","$2,000,000","$2,000,000","'-","2017"
"12","Temple                     Garrett Temple","SG","28","$981,084","1.56%","$981,084","$981,084","$981,084","$981,084","2026"
"13","Gooden                     Drew Gooden","PF","33","$915,243","1.45%","$915,243","$915,243","$1,448,490","'-","2015"
"14","Butler                     Rasual Butler","SF","35","$915,243","1.45%","$915,243","$915,243","$1,448,490","'-","2015"
"15","Bynum                     Will Bynum","PG","32","$72,234","0.11%","$72,234","$72,234","$72,234","'-","2015"
"16","Blatche                     Andray Blatche","C","28","'-","'-","'-","'-","$8,471,339","'-",""

