" ","Player (6)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Gallinari                     Danilo Gallinari","PF","36","$2,087,519","1.48%","","","","","Non-Bird"
"2","Dragic                     Goran Dragic","PG","38","$2,087,519","1.48%","","","","","Non-Bird"
"3","Teague                     Jeff Teague","PG","36","$2,087,519","1.48%","","","","","Non-Bird"
"4","Beverley                     Patrick Beverley","PG","36","$2,087,519","1.48%","","","","","Non-Bird"
"5","Leonard                     Meyers Leonard","C","32","$2,087,519","1.48%","","","","","Non-Bird"
"6","Antetokounmpo                     Thanasis Antetokounmpo","SF","32","$2,087,519","1.48%","","","","","Bird"
"","Round 2, Pick #33","","","                                                   -"," "," "," "," "," "," "

