"Player (5 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Johnson                   Jalen Johnson","SF","27","RK-EXT","$30,000,000","16.39%","$30,000,000","'-","'-","'-","$30,000,000"
"Daniels                   Dyson Daniels","PG","25","RK-EXT","$25,000,000","13.66%","$25,000,000","'-","'-","'-","$25,000,000"
"Alexander-Walker                   Nickeil Alexander-Walker","SG","30","S&T","$15,919,890","8.70%","$15,919,890","'-","'-","'-","$15,919,890"
"Kispert                   Corey Kispert","SF","29","RK-EXT","$13,025,000","7.12%","$13,025,000","'-","'-","'-","'-"
"Newell                   Asa Newell","PF","23","RK-1ST","$6,042,814","3.30%","$6,042,814","'-","'-","'-","'-"

