" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Brogdon                     Malcolm Brogdon","PG","28","$20,700,000","18.97%","$20,700,000","$20,700,000","$20,700,000","$20,700,000",""
"2","Sabonis                     Domantas Sabonis","PF","24","$19,800,000","18.14%","$21,100,000","$19,800,000","$19,800,000","$18,500,000","2028"
"3","Turner                     Myles Turner","C","24","$18,000,000","16.49%","$20,000,000","$18,000,000","$18,000,000","$17,500,000","2029"
"4","LeVert                     Caris LeVert","SG","26","$16,203,704","14.85%","$16,203,704","$16,203,704","$13,429,097","$16,203,704","2027"
"5","Warren                     T.J. Warren","SF","27","$12,000,000","11.00%","$12,500,000","$12,000,000","$11,750,000","$11,750,000","2022"
"6","Lamb                     Jeremy Lamb","SG","28","$10,500,000","9.62%","$10,500,000","$10,500,000","$10,500,000","$10,500,000","2022"
"7","McDermott                     Doug McDermott","SF","29","$7,333,333","6.72%","$7,333,333","$7,333,333","$7,333,333","$7,333,333","2021"
"8","Holiday                     Justin Holiday","SG","31","$5,720,400","5.24%","$5,720,400","$5,720,400","$5,720,400","$5,720,400","2023"
"9","McConnell                     T.J. McConnell","PG","28","$3,500,000","3.21%","$3,500,000","$3,500,000","$3,500,000","$3,500,000","2029"
"10","Bitadze                     Goga Bitadze","C","21","$2,957,520","2.71%","$2,957,520","$2,957,520","$2,957,520","$2,957,520","2027"
"11","Holiday                     Aaron Holiday","PG","24","$2,345,640","2.15%","$2,345,640","$2,345,640","$2,345,640","$2,345,640","2022"
"12","Sumner                     Edmond Sumner","SG","25","$2,160,000","1.98%","$2,160,000","$2,160,000","$2,160,000","$2,160,000","2022"
"13","Sampson                     JaKarr Sampson","SF","27","$1,620,564","1.48%","$1,620,564","$1,620,564","$1,882,867","$1,882,867","2021"
"14","Martin                     Kelan Martin","SF","25","$1,445,697","1.32%","$1,445,697","$1,620,564","$1,445,697","$1,445,697","20201"
"15","Brissett                     Oshae Brissett","SF","22","$757,453","0.69%","$757,453","$288,594","$757,453","$757,453","2023"
"16","Brimah                     Amida Brimah","C","26","Two-Way","'-","'-","'-","'-","'-","2021"
"17","Stanley                     Cassius Stanley","SG","21","Two-Way","'-","'-","'-","'-","'-","2021"

