" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Ball                     LaMelo Ball","PG","23","$35,147,000","25.00%","$35,147,000","$35,147,000","$35,147,000","$35,147,000","2029"
"2","Bridges                     Miles Bridges","SF","26","$27,173,913","19.33%","$27,173,913","$27,173,913","$27,173,913","$27,173,913","2027"
"3","Nurkic                     Jusuf Nurkic","C","30","$18,125,000","12.89%","$18,125,000","$17,937,500","$6,875,000","$18,125,000","2026"
"4","Williams                     Grant Williams","PF","26","$13,025,250","9.26%","$13,025,250","$13,025,250","$13,025,250","$13,025,250","2027"
"5","Green                     Josh Green","SG","24","$12,654,321","9.00%","$12,654,321","$12,654,321","$12,654,321","$12,654,321","2027"
"6","Miller                     Brandon Miller","SF","22","$11,424,600","8.13%","$11,424,600","$11,424,600","$11,424,600","$11,424,600","2027"
"7","Okogie                     Josh Okogie","SG","26","$8,250,000","5.87%","$8,250,000","$8,250,000","$4,172,414","$8,250,000","2026"
"8","Salaun                     Tidjane Salaun","PF","19","$7,488,720","5.33%","$7,488,720","$7,488,720","$7,488,720","$7,488,720","2028"
"9","Mann                     Tre Mann","PG","23","$4,908,373","3.49%","$4,908,373","$4,908,373","$4,908,373","$4,908,373","2028"
"10","Williams                     Mark Williams","C","23","$4,094,280","2.91%","$4,094,280","$4,094,280","$4,094,280","$4,094,280","2026"
"11","Smith Jr.                     Nick Smith Jr.","PG","20","$2,587,200","1.84%","$2,587,200","$2,587,200","$2,587,200","$2,587,200","2026"
"12","Jeffries                     DaQuan Jeffries","SG","27","$2,425,404","1.73%","$2,425,404","$2,425,404","$2,425,404","$2,425,404","2027"
"13","Gibson                     Taj Gibson","C","39","$2,087,519","1.48%","$2,087,519","$2,087,519","$3,303,771","$3,303,771","2025"
"14","Curry                     Seth Curry","SG","34","$2,087,519","1.48%","$2,087,519","$2,087,519","$3,303,771","$3,303,771","2026"
"15","Diabate                     Moussa Diabate","PF","23","$957,763","0.68%","$957,763","$957,763","$957,763","$957,763","2027"
"16","Moore Jr.                     Wendell Moore Jr.","SG","23","Two-Way","'-","'-","'-","'-","'-","2026"
"17","Baugh                     Damion Baugh","SG","24","Two-Way","'-","'-","'-","'-","'-","2026"
"18","Simpson                     K.J. Simpson","PG","22","Two-Way","'-","'-","'-","'-","'-","2026"

