" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Aldridge                     LaMarcus Aldridge","PF","27","$13,500,000","23.26%","$13,500,000","$13,500,000","$13,500,000","$13,500,000","2015"
"2","Batum                     Nicolas Batum","SF","24","$10,825,000","18.65%","$10,825,000","$10,825,000","$10,825,000","$10,825,000","2027"
"3","Matthews                     Wesley Matthews","SG","26","$6,505,320","11.21%","$6,505,320","$6,505,320","$5,367,320","$5,367,320","2015"
"4","Hickson                     J.J Hickson","PF","24","$4,000,000","6.89%","$4,000,000","$4,000,000","$4,000,000","'-","2013"
"5","Lillard                     Damian Lillard","PG","22","$3,065,040","5.28%","$3,065,040","$3,065,040","$3,065,040","$3,065,040","2028"
"6","Freeland                     Joel Freeland","PF","25","$3,013,512","5.19%","$3,013,512","$3,013,512","$3,013,512","'-","2015"
"7","Maynor                     Eric Maynor","PG","25","$2,338,721","4.03%","$2,338,721","$2,338,721","$2,338,721","'-","2013"
"8","Leonard                     Meyers Leonard","C","20","$2,126,520","3.66%","$2,126,520","$2,126,520","$2,126,520","$2,126,520","2016"
"9","Babbitt                     Luke Babbitt","SF","23","$1,892,280","3.26%","$1,892,280","$1,892,280","$1,892,280","'-","2013"
"10","Jeffries                     Jared Jeffries","PF","31","$1,475,106","2.54%","$1,475,106","$1,475,106","$1,475,106","'-","2015"
"11","Williams                     Elliot Williams","SG","23","$1,442,880","2.49%","$1,442,880","$1,442,880","$1,442,880","'-","2013"
"12","Smith                     Nolan Smith","PG","24","$1,365,720","2.35%","$1,365,720","$1,365,720","'-","'-","2013"
"13","Claver                     Victor Claver","SF","24","$1,300,000","2.24%","$1,300,000","$1,300,000","$1,300,000","'-","2015"
"14","Pavlovic                     Sasha Pavlovic","SG","29","$1,232,713","2.12%","$1,232,713","$1,232,713","'-","'-","2015"
"15","Barton                     Will Barton","SG","22","$550,000","0.95%","$550,000","$550,000","$550,000","$550,000","2015"
"16","Roy                     Brandon Roy","SG","28","'-","'-","'-","'-","$16,460,538","'-",""

