" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Wallace                     Gerald Wallace","SF","32","$10,105,855","16.02%","$10,105,855","$10,105,855","$10,105,855","'-","2016"
"2","Thomas                     Isaiah Thomas","PG","25","$7,238,606","11.48%","$7,238,606","$7,238,606","$7,238,606","$7,238,606","2018"
"3","Bradley                     Avery Bradley","SG","24","$7,191,011","11.40%","$7,191,011","$7,191,011","$7,191,011","$7,191,011","2018"
"4","Bass                     Brandon Bass","PF","29","$6,900,000","10.94%","$6,900,000","$6,900,000","$6,900,000","$6,900,000","2015"
"5","Jerebko                     Jonas Jerebko","PF","27","$4,500,000","7.14%","$4,500,000","$4,500,000","$4,500,000","'-","2015"
"6","Smart                     Marcus Smart","PG","20","$3,283,320","5.21%","$3,283,320","$3,283,320","$3,283,320","$3,283,320","2027"
"7","Turner                     Evan Turner","SG","26","$3,278,000","5.20%","$3,278,000","$3,278,000","$3,278,000","$3,278,000","2016"
"8","Olynyk                     Kelly Olynyk","C","23","$2,075,760","3.29%","$2,075,760","$2,075,760","$2,075,760","$2,075,760","2026"
"9","Datome                     Luigi Datome","SF","27","$1,750,000","2.77%","$1,750,000","$1,750,000","$1,750,000","'-","2015"
"10","Zeller                     Tyler Zeller","C","25","$1,703,760","2.70%","$1,703,760","$1,703,760","$1,703,760","$1,703,760","2016"
"11","Young                     James Young","SG","19","$1,674,480","2.66%","$1,674,480","$1,674,480","$1,674,480","'-","2017"
"12","Sullinger                     Jared Sullinger","PF","22","$1,424,520","2.26%","$1,424,520","$1,424,520","$1,424,520","'-","2016"
"13","Crowder                     Jae Crowder","SF","24","$915,243","1.45%","$915,243","$915,243","$915,243","$915,243","2015"
"14","Pressey                     Phil Pressey","PG","23","$816,482","1.29%","$816,482","$816,482","$816,482","'-","2015"
"15","Babb                     Chris Babb","SG","24","$48,028","0.08%","$48,028","$48,028","$48,028","'-","2016"

