" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Humphries                     Kris Humphries","PF","28","$12,000,000","20.45%","$12,000,000","$12,000,000","$12,000,000","'-","2014"
"2","Rondo                     Rajon Rondo","PG","27","$11,954,545","20.37%","$11,954,545","$11,954,545","$11,954,545","$11,954,545","2015"
"3","Wallace                     Gerald Wallace","SF","31","$10,105,885","17.22%","$10,105,885","$10,105,885","$10,105,885","'-","2016"
"4","Green                     Jeff Green","SF","27","$8,700,000","14.83%","$8,700,000","$8,700,000","$8,700,000","'-","2016"
"5","Bass                     Brandon Bass","PF","28","$6,450,000","10.99%","$6,450,000","$6,450,000","$6,450,000","$6,450,000","2015"
"6","Bogans                     Keith Bogans","SF","33","$5,058,198","8.62%","$5,058,198","$5,058,198","$5,058,198","'-","2014"
"7","Anthony                     Joel Anthony","C","31","$3,800,000","6.48%","$3,800,000","$3,800,000","$3,800,000","'-","2015"
"8","Bayless                     Jerryd Bayless","PG","25","$3,135,000","5.34%","$3,135,000","$3,135,000","$3,135,000","$3,135,000","2014"
"9","Bradley                     Avery Bradley","SG","23","$2,511,432","4.28%","$2,511,432","$2,511,432","$2,511,432","$2,511,432","2014"
"10","Faverani                     Vitor Faverani","C","25","$2,000,000","3.41%","$2,000,000","$2,000,000","$2,000,000","'-","2016"
"11","Olynyk                     Kelly Olynyk","C","22","$1,986,360","3.39%","$1,986,360","$1,986,360","$1,986,360","$1,986,360","2026"
"12","Sullinger                     Jared Sullinger","PF","21","$1,365,720","2.33%","$1,365,720","$1,365,720","$1,365,720","'-","2016"
"13","Pressey                     Phil Pressey","PG","22","$490,180","0.84%","$490,180","$490,180","$490,180","'-","2015"
"14","Johnson                     Christapher Johnson","SF","23","$320,189","0.55%","$320,189","$320,189","$320,189","'-",""
"15","Babb                     Chris Babb","SG","23","$77,852","0.13%","$77,852","$77,852","$77,852","'-","2016"

