" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Maxiell                     Jason Maxiell","PF","32","$947,276","1.35%","","","","",""
"2","Taylor                     Jeff Taylor","SG","26","$947,276","1.35%","","","","",""
"","Round 2, Pick #39","","","                                                   -"," "," "," "," "," "," "

