"Player (3)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Ducas                   Alex Ducas","G","26","2W","$2,198,879","1.32%","'-","","","Two-Way",""
"Carlson                   Branden Carlson","C","27","2W","$2,198,879","1.32%","$2,198,879","","","Two-Way",""
"Barnhizer                   Brooks Barnhizer","SF","24","2W","$2,198,879","1.32%","$2,198,879","","","Two-Way",""

