" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Harris                     Tobias Harris","PF","27","$32,742,000","30.00%","$32,742,000","$32,742,000","$30,695,625","$32,742,000","2026"
"2","Horford                     Al Horford","C","33","$28,000,000","25.66%","$28,000,000","$28,000,000","$26,250,000","$28,000,000","2027"
"3","Embiid                     Joel Embiid","C","25","$27,504,630","25.20%","$27,504,630","$27,314,943","$25,785,591","$27,504,630","2029"
"4","Richardson                     Josh Richardson","SF","26","$10,116,576","9.27%","$10,116,576","$10,116,576","$9,484,290","$10,116,576",""
"5","Simmons                     Ben Simmons","PG","23","$8,113,930","7.43%","$8,113,930","$8,113,930","$7,606,809","$8,113,930",""
"6","Scott                     Mike Scott","PF","31","$4,767,000","4.37%","$4,767,000","$4,767,000","$4,481,708","$4,767,000","2021"
"7","Smith                     Zhaire Smith","SG","20","$3,058,800","2.80%","$3,058,800","$3,058,800","$2,867,625","$3,058,800","2022"
"8","Thybulle                     Matisse Thybulle","SF","22","$2,582,160","2.37%","$2,582,160","$2,582,160","$2,582,160","$2,582,160","2026"
"9","Burks                     Alec Burks","SG","28","$1,620,564","1.48%","$1,620,564","$1,620,564","$772,529","$2,320,044","2020"
"10","O'Quinn                     Kyle O'Quinn","C","29","$1,620,564","1.48%","$1,620,564","$1,620,564","$1,901,807","$2,028,594","2020"
"11","Robinson III                     Glenn Robinson III","SG","26","$1,620,564","1.48%","$1,620,564","$1,620,564","$744,637","$1,882,867","2020"
"12","Neto                     Raul Neto","PG","27","$1,620,564","1.48%","$1,620,564","$1,620,564","$1,628,573","$1,737,145","2020"
"13","Korkmaz                     Furkan Korkmaz","SG","22","$1,620,564","1.48%","$1,620,564","$1,620,564","$1,519,279","$1,620,564","2021"
"14","Milton                     Shake Milton","PG","23","$1,445,697","1.32%","$1,445,697","$1,445,697","$1,355,341","$1,445,697","2023"
"15","Pelle                     Norvel Pelle","PF","26","$350,189","0.32%","$350,189","$350,189","$350,189","$350,189","2020"
"16","Shayock                     Marial Shayock","SG","24","Two-Way","'-","'-","'-","'-","'-","2021"

