"Player (4)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"White                   Coby White","PG","26","FA","$24,488,889","14.75%","'-","","","Bird",""
"Tillman                   Xavier Tillman","C","28","FA","$2,464,849","1.48%","'-","","","Bird",""
"Gibson                   Taj Gibson","C","41","FA","$2,464,849","1.48%","'-","","","Non-Bird",""
"Reeves                   Antonio Reeves","SG","26","2W","$2,198,879","1.32%","$2,198,879","","","Two-Way",""

