" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Wembanyama                     Victor Wembanyama","C","24","$42,170,615","24.19%","","","","","Restricted Bird"
"2","Johnson                     Keldon Johnson","SF","28","$26,250,000","15.06%","","","","","Bird"
"3","Champagnie                     Julian Champagnie","SF","26","$5,700,000","3.27%","","","","","Bird"
"Incomplete Roster Charge","","","","                                                   $8,607,780"," "," "," "," "," "," "

