" ","Player (7)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Dudley                     Jared Dudley","SF","38","$2,019,706","1.48%","","","","","Early Bird"
"2","Anthony                     Carmelo Anthony","PF","39","$2,019,706","1.48%","","","","","Non-Bird"
"3","Howard                     Dwight Howard","C","38","$2,019,706","1.48%","","","","","Non-Bird"
"4","Ellington                     Wayne Ellington","SG","36","$2,019,706","1.48%","","","","","Non-Bird"
"5","Bradley                     Avery Bradley","PG","33","$2,019,706","1.48%","","","","","Non-Bird"
"6","Waiters                     Dion Waiters","SG","32","$2,019,706","1.48%","","","","","Non-Bird"
"7","Jones                     Mason Jones","SG","25","$1,801,769","1.32%","","","","","Two-Way"
"","Round 2, Pick #47","","","                                                   -"," "," "," "," "," "," "

