" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Tatum                     Jayson Tatum","PF","23","$28,103,500","25.00%","$28,103,500","$28,103,500","$28,103,500","$28,103,500","2030"
"2","Horford                     Al Horford","C","35","$27,000,000","24.02%","$27,000,000","$27,000,000","$27,000,000","$27,000,000","2027"
"3","Brown                     Jaylen Brown","SF","25","$26,758,929","23.80%","$27,723,213","$26,758,929","$26,758,929","$24,830,357","2029"
"4","White                     Derrick White","PG","27","$15,178,571","13.50%","$16,428,571","$15,178,571","$5,646,757","$15,178,571","2029"
"5","Smart                     Marcus Smart","PG","27","$13,839,285","12.31%","$14,339,285","$13,839,285","$13,839,285","$13,839,285","2027"
"6","Theis                     Daniel Theis","C","29","$8,280,351","7.37%","$8,280,351","$8,280,351","$2,807,705","$8,280,351","2025"
"7","Williams III                     Robert Williams III","C","24","$3,661,976","3.26%","$3,661,976","$3,661,976","$3,661,976","$3,661,976","2026"
"8","Nesmith                     Aaron Nesmith","SF","22","$3,631,200","3.23%","$3,631,200","$3,631,200","$3,631,200","$3,631,200","2029"
"9","Williams                     Grant Williams","PF","23","$2,617,800","2.33%","$2,617,800","$2,617,800","$2,617,800","$2,617,800","2027"
"10","Pritchard                     Payton Pritchard","PG","24","$2,137,440","1.90%","$2,137,440","$2,137,440","$2,137,440","$2,137,440","2028"
"11","Kornet                     Luke Kornet","C","26","$565,987","0.50%","$565,987","$565,987","$606,702","$606,702","2029"
"12","Stauskas                     Nik Stauskas","SG","28","$423,536","0.38%","$423,536","$423,536","$423,536","$423,536","2023"
"13","Hauser                     Sam Hauser","SF","24","$313,737","0.28%","$313,737","$565,987","$313,737","$313,737","2029"
"14","Fitts                     Malik Fitts","PF","24","$231,062","0.21%","$231,062","$259,010","$231,062","$231,062","2023"
"15","Morgan                     Juwan Morgan","SF","24","$19,186","0.02%","$19,186","$19,186","$19,186","$19,186","2023"
"16","Thomas                     Brodric Thomas","G","","Two-Way","'-","'-","'-","'-","'-","2022"
"17","Ryan                     Matt Ryan","SF","24","Two-Way","'-","'-","'-","'-","'-","2022"

