" ","Player (14)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Siakam                     Pascal Siakam","PF","31","$45,550,512","29.45%","$45,550,512","$45,550,512","$45,550,512","$45,550,512","2028"
"2","Haliburton                     Tyrese Haliburton","PG","25","$45,550,512","29.45%","$45,550,512","$45,550,512","$45,550,512","$45,550,512","2029"
"3","Zubac                     Ivica Zubac","C","28","$18,892,246","12.22%","$18,892,246","$18,892,246","$6,866,276","$18,102,000","2028"
"4","Nembhard                     Andrew Nembhard","PG","26","$18,102,000","11.71%","$18,102,000","$18,102,000","$18,102,000","$18,102,000","2028"
"5","Toppin                     Obi Toppin","PF","27","$14,000,000","9.05%","$14,520,000","$14,000,000","$14,000,000","$14,000,000","2028"
"6","Nesmith                     Aaron Nesmith","SF","26","$11,000,000","7.11%","$11,000,000","$11,000,000","$11,000,000","$11,000,000","2029"
"7","McConnell                     T.J. McConnell","PG","33","$10,200,000","6.60%","$10,200,000","$10,200,000","$10,200,000","$10,200,000","2029"
"8","Walker                     Jarace Walker","PF","22","$6,665,520","4.31%","$6,665,520","$6,665,520","$6,665,520","$6,665,520","2027"
"9","Sheppard                     Ben Sheppard","SF","24","$2,790,720","1.80%","$2,790,720","$2,790,720","$2,790,720","$2,790,720","2027"
"10","Brown                     Kobe Brown","PF","26","$2,654,880","1.72%","$2,654,880","$2,654,880","$1,007,023","$2,654,880","2026"
"11","Huff                     Jay Huff","C","27","$2,349,578","1.52%","$2,349,578","$2,349,578","$2,349,578","$2,349,578","2028"
"12","Furphy                     Johnny Furphy","SG","21","$1,955,377","1.26%","$1,955,377","$1,955,377","$1,955,377","$1,955,377","2028"
"13","Potter                     Micah Potter","C","27","$1,527,805","0.99%","$1,527,805","$1,527,805","$1,527,805","$1,527,805","2027"
"14","Jones                     Kam Jones","PG","23","$1,272,870","0.82%","$1,272,870","$1,272,870","$1,272,870","$1,272,870","2029"

