" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Joseph                     Cory Joseph","PG","34","$2,296,274","1.48%","","","","","Non-Bird"
"2","Queen                     Trevelin Queen","SG","28","$2,048,494","1.32%","","","","","Two-Way"
"3","McClung                     Mac McClung","PG","27","$2,048,494","1.32%","","","","","Two-Way"

