" ","Player (4)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","McLemore                     Ben McLemore","SF","30","$2,019,706","1.48%","","","","","Non-Bird"
"2","Hollis-Jefferson                     Rondae Hollis-Jefferson","SF","29","$2,019,706","1.48%","","","","","Non-Bird"
"3","Blevins                     Keljin Blevins","G","28","$1,801,769","1.32%","","","","","Two-Way"
"4","Leaf                     TJ Leaf","PF","26","$1,801,769","1.32%","","","","","Two-Way"

