" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Garland                     Darius Garland","PG","25","$36,725,670","26.12%","$36,725,670","$36,725,670","$36,725,670","$36,725,670","2028"
"2","Mitchell                     Donovan Mitchell","SG","28","$35,410,310","25.19%","$35,410,310","$35,410,310","$34,848,340","$34,848,340","2028"
"3","Hunter                     De'Andre Hunter","SF","27","$21,696,429","15.43%","$22,946,429","$21,696,429","$8,229,680","$21,696,429","2027"
"4","Allen                     Jarrett Allen","C","26","$20,000,000","14.23%","$20,000,000","$20,000,000","$20,000,000","$20,000,000","2029"
"5","Strus                     Max Strus","SG","28","$15,212,068","10.82%","$15,212,068","$15,212,068","$15,212,068","$15,212,068","2027"
"6","Mobley                     Evan Mobley","PF","23","$11,227,657","7.99%","$11,227,657","$11,227,657","$11,227,657","$11,227,657","2030"
"7","Okoro                     Isaac Okoro","SG","24","$10,185,186","7.24%","$11,712,963","$10,185,186","$10,185,186","$10,185,186","2027"
"8","Wade                     Dean Wade","PF","28","$6,166,667","4.39%","$6,166,667","$6,166,667","$6,166,667","$6,166,667","2026"
"9","Tyson                     Jaylon Tyson","SG","22","$3,326,160","2.37%","$3,326,160","$3,326,160","$3,326,160","$3,326,160","2028"
"10","Jerome                     Ty Jerome","SG","27","$2,560,975","1.82%","$2,560,975","$2,560,975","$2,560,975","$2,560,975","2028"
"11","Merrill                     Sam Merrill","SG","28","$2,164,993","1.54%","$2,164,993","$2,164,993","$2,164,993","$2,164,993","2029"
"12","Thompson                     Tristan Thompson","C","33","$2,087,519","1.48%","$2,087,519","$2,087,519","$3,303,771","$3,303,771","2025"
"13","Porter Jr.                     Craig Porter Jr.","G","24","$1,891,857","1.35%","$1,891,857","$2,019,706","$1,891,857","$1,891,857","2027"
"14","Green                     Javonte Green","SG","31","$599,862","0.43%","$599,862","$599,862","$696,955","$696,955","2026"
"15","Okeke                     Chuma Okeke","PF","26","$115,743","0.08%","$115,743","$115,743","$115,743","$115,743","2025"
"16","Travers                     Luke Travers","SG","23","Two-Way","'-","'-","'-","'-","'-","2026"
"17","Bates                     Emoni Bates","SG","21","Two-Way","'-","'-","'-","'-","'-","2025"
"18","Tomlin                     Nae'qwan Tomlin","F","24","Two-Way","'-","'-","'-","'-","'-","2026"

