" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Kulboka                     Arnoldas Kulboka","SF","26","$1,801,769","1.32%","","","","","Two-Way"
"2","Lewis                     Scottie Lewis","SG","23","$1,801,769","1.32%","","","","","Two-Way"

