" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Howard                     Dwight Howard","C","32","$23,500,000","23.72%","$23,500,000","$23,500,000","$23,500,000","$23,500,000","2019"
"2","Batum                     Nicolas Batum","SG","29","$22,434,783","22.64%","$22,434,783","$22,434,783","$22,434,783","$22,434,783","2027"
"3","Williams                     Marvin Williams","PF","31","$13,168,750","13.29%","$13,168,750","$13,168,750","$13,168,750","$13,168,750","2020"
"4","Kidd-Gilchrist                     Michael Kidd-Gilchrist","SF","24","$13,000,000","13.12%","$13,000,000","$13,000,000","$13,000,000","$13,000,000","2020"
"5","Zeller                     Cody Zeller","C","25","$12,584,270","12.70%","$12,584,270","$12,584,270","$12,584,270","$12,584,270","2021"
"6","Walker                     Kemba Walker","PG","27","$12,000,000","12.11%","$12,000,000","$12,000,000","$12,000,000","$12,000,000","2019"
"7","Lamb                     Jeremy Lamb","SG","25","$7,000,000","7.06%","$7,000,000","$7,000,000","$7,000,000","$7,000,000","2019"
"8","Monk                     Malik Monk","SG","19","$2,904,480","2.93%","$2,904,480","$2,904,480","$2,904,480","$2,904,480","2028"
"9","Kaminsky                     Frank Kaminsky","PF","24","$2,847,600","2.87%","$2,847,600","$2,847,600","$2,847,600","$2,847,600","2019"
"10","Carter-Williams                     Michael Carter-Williams","PG","26","$2,700,000","2.72%","$2,700,000","$2,700,000","$2,700,000","$2,700,000","2018"
"11","Stone                     Julyan Stone","PG","29","$1,524,305","1.54%","$1,524,305","$1,524,305","$1,524,305","$1,524,305","2019"
"12","Hernangomez                     Willy Hernangomez","C","23","$1,435,750","1.45%","$1,435,750","$1,435,750","$511,030","$1,435,750","2020"
"13","Graham                     Treveon Graham","SG","24","$1,312,611","1.32%","$1,312,611","$1,312,611","$1,312,611","$1,312,611","2018"
"14","Bacon                     Dwayne Bacon","SG","22","$815,615","0.82%","$815,615","$815,615","$815,615","$815,615","2020"
"15","Paige                     Marcus Paige","PG","24","Two-Way","'-","'-","'-","'-","$50,000",""
"16","Mathiang                     Mangok Mathiang","C","25","Two-Way","'-","'-","'-","$75,000","$50,000",""

