" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Batum                     Nicolas Batum","SG","28","$20,869,565","22.17%","$20,869,565","$20,869,565","$20,869,565","$20,869,565","2027"
"2","Kidd-Gilchrist                     Michael Kidd-Gilchrist","SF","23","$13,000,000","13.81%","$13,000,000","$13,000,000","$13,000,000","$13,000,000","2020"
"3","Plumlee                     Miles Plumlee","C","28","$12,500,000","13.28%","$13,100,000","$12,500,000","$7,132,353","$12,500,000","2020"
"4","Williams                     Marvin Williams","PF","30","$12,250,000","13.01%","$12,250,000","$12,250,000","$12,250,000","$12,250,000","2020"
"5","Walker                     Kemba Walker","PG","26","$12,000,000","12.75%","$12,000,000","$12,000,000","$12,000,000","$12,000,000","2019"
"6","Lamb                     Jeremy Lamb","SG","24","$6,511,628","6.92%","$6,511,628","$6,511,628","$6,511,628","$6,511,628","2019"
"7","Belinelli                     Marco Belinelli","SG","30","$6,333,333","6.73%","$6,333,333","$6,333,333","$6,333,333","$6,333,333","2018"
"8","Sessions                     Ramon Sessions","PG","30","$6,000,000","6.37%","$6,000,000","$6,000,000","$6,000,000","$6,000,000","2018"
"9","Zeller                     Cody Zeller","C","24","$5,318,313","5.65%","$5,318,313","$5,318,313","$5,318,313","$5,318,313",""
"10","Kaminsky                     Frank Kaminsky","PF","23","$2,730,000","2.90%","$2,730,000","$2,730,000","$2,730,000","$2,730,000","2019"
"11","Roberts                     Brian Roberts","PG","31","$980,431","1.04%","$980,431","$980,431","$1,050,961","'-","2017"
"12","Wood                     Christian Wood","PF","21","$874,636","0.93%","$874,636","$874,636","$874,636","'-","2018"
"13","Graham                     Treveon Graham","SG","23","$543,471","0.58%","$543,471","$543,471","$543,471","$543,471","2018"
"14","O'Bryant                     Johnny O'Bryant","PF","23","$161,483","0.17%","$161,483","$161,483","$161,483","$161,483","2018"
"15","Weber                     Briante Weber","PG","24","$128,623","0.14%","$128,623","$128,623","$128,623","$128,623","2018"

