"Player (5 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Antetokounmpo                   Giannis Antetokounmpo","PF","33","VET-EXT","$62,786,682","36.02%","$62,786,682","'-","'-","'-","$62,786,682"
"Turner                   Myles Turner","C","31","FA","$27,850,077","15.98%","$27,850,077","'-","'-","'-","$27,850,077"
"Portis                   Bobby Portis","PF","32","FA","$15,597,074","8.95%","$15,597,074","'-","'-","'-","$15,597,074"
"Green                   AJ Green","SG","28","VET-EXT","$10,848,215","6.22%","$10,848,215","'-","'-","'-","$10,848,215"
"Rollins                   Ryan Rollins","SG","25","FA","$4,000,000","2.29%","$4,000,000","'-","'-","'-","$4,000,000"

