" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Turner                     Myles Turner","C","26","$35,069,500","28.36%","$37,069,500","$35,069,500","$35,069,500","$34,596,500","2029"
"2","Hield                     Buddy Hield","SG","30","$21,177,750","17.13%","$23,832,419","$21,177,750","$21,177,750","$20,522,728","2024"
"3","Theis                     Daniel Theis","C","30","$8,694,369","7.03%","$8,694,369","$8,694,369","$8,694,369","$8,694,369","2025"
"4","McConnell                     T.J. McConnell","PG","30","$8,100,000","6.55%","$8,500,000","$8,100,000","$8,100,000","$8,100,000","2029"
"5","Mathurin                     Bennedict Mathurin","SG","20","$6,586,800","5.33%","$6,586,800","$6,586,800","$6,586,800","$6,586,800","2026"
"6","Smith                     Jalen Smith","PF","22","$4,670,160","3.78%","$4,670,160","$4,670,160","$4,670,160","$4,670,160","2027"
"7","Haliburton                     Tyrese Haliburton","PG","22","$4,215,120","3.41%","$4,215,120","$4,215,120","$4,215,120","$4,215,120","2029"
"8","Hill                     George Hill","PG","36","$4,000,000","3.23%","$4,000,000","$4,000,000","$1,356,322","$4,000,000","2023"
"9","Duarte                     Chris Duarte","SF","25","$3,936,960","3.18%","$3,936,960","$3,936,960","$3,936,960","$3,936,960","2025"
"10","Nesmith                     Aaron Nesmith","SF","23","$3,804,360","3.08%","$3,804,360","$3,804,360","$3,804,360","$3,804,360","2029"
"11","Nwora                     Jordan Nwora","SF","24","$2,800,000","2.26%","$3,000,000","$2,800,000","$949,425","$2,800,000","2024"
"12","Jackson                     Isaiah Jackson","PF","21","$2,573,760","2.08%","$2,573,760","$2,573,760","$2,573,760","$2,573,760","2028"
"13","Nembhard                     Andrew Nembhard","PG","23","$2,244,111","1.81%","$2,244,111","$2,244,111","$2,244,111","$2,244,111","2028"
"14","Brissett                     Oshae Brissett","SF","24","$1,846,738","1.49%","$1,846,738","$1,846,738","$1,846,738","$1,846,738","2023"
"15","Johnson                     James Johnson","PF","35","$590,926","0.48%","$590,926","$590,926","$935,216","$935,216","2023"
"16","York                     Gabe York","SG","29","Two-Way","'-","'-","'-","'-","'-","2023"
"17","Brown                     Kendall Brown","SF","19","Two-Way","'-","'-","'-","'-","'-","2023"

