" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Russell                     D'Angelo Russell","PG","23","$27,285,000","25.00%","$27,285,000","$27,285,000","$9,085,366","$27,285,000","2027"
"2","Towns                     Karl-Anthony Towns","C","24","$27,285,000","25.00%","$27,285,000","$27,096,828","$25,579,688","$27,285,000","2028"
"3","Turner                     Evan Turner","SF","31","$18,606,557","17.05%","$18,606,557","$18,606,557","$5,137,827","$18,606,557","2020"
"4","Johnson                     James Johnson","PF","32","$15,129,400","13.86%","$15,129,400","$15,129,400","$5,411,753","$14,887,400","2021"
"5","Culver                     Jarrett Culver","SF","20","$5,813,640","5.33%","$5,813,640","$5,813,640","$5,813,640","$5,813,640","2022"
"6","Layman                     Jake Layman","SF","25","$3,581,986","3.28%","$3,581,986","$3,581,986","$3,358,112","$3,581,986","2022"
"7","Hernangomez                     Juancho Hernangomez","PF","24","$3,321,030","3.04%","$3,321,030","$3,321,030","$1,124,601","$3,321,030","2020"
"8","Beasley                     Malik Beasley","SG","23","$2,731,714","2.50%","$2,731,714","$2,731,714","$925,040","$2,731,714","2020"
"9","Okogie                     Josh Okogie","SG","21","$2,530,680","2.32%","$2,530,680","$2,530,680","$2,372,513","$2,530,680","2022"
"10","Evans                     Jacob Evans","SG","22","$1,925,880","1.76%","$1,925,880","$1,925,880","$641,280","$1,925,880","2022"
"11","Spellman                     Omari Spellman","PF","22","$1,897,800","1.74%","$1,897,800","$1,897,800","$631,930","$1,897,800","2021"
"12","Vanderbilt                     Jarred Vanderbilt","PF","20","$1,416,852","1.30%","$1,416,852","$1,416,852","$568,342","$1,416,852","2028"
"13","Nowell                     Jaylen Nowell","SG","20","$1,400,000","1.28%","$1,400,000","$1,400,000","$1,312,500","$1,400,000","2023"
"14","Reid                     Naz Reid","PF","20","$898,310","0.82%","$898,310","$1,620,564","$842,166","$898,310","2030"
"15","McLaughlin                     Jordan McLaughlin","PG","23","Two-Way","'-","'-","'-","'-","'-","2026"
"16","Martin                     Kelan Martin","SF","24","Two-Way","'-","'-","'-","'-","'-","2020"

