"Player (7 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Durant                   Kevin Durant","SF","39","VET-EXT","$46,097,561","26.45%","$46,097,561","'-","'-","'-","$46,097,561"
"Sengun                   Alperen Sengun","C","25","RK-EXT","$37,339,450","21.42%","$37,339,450","'-","'-","'-","$37,339,450"
"Smith Jr.                   Jabari Smith Jr.","PF","24","RK-EXT","$21,751,940","12.48%","$21,751,940","'-","'-","'-","$21,751,940"
"Sheppard                   Reed Sheppard","SG","23","RK-1ST","$14,041,625","8.06%","$14,041,625","'-","'-","'-","'-"
"Finney-Smith                   Dorian Finney-Smith","PF","34","FA","$13,335,000","7.65%","$13,335,000","'-","'-","'-","'-"
"Adams                   Steven Adams","C","34","VET-EXT","$11,869,565","6.81%","$11,869,565","'-","'-","'-","$11,869,565"
"Capela                   Clint Capela","C","33","S&T","$7,370,000","4.23%","$7,370,000","'-","'-","'-","$7,370,000"

