" ","Player (14)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","James                     LeBron James","SF","27","$16,022,500","27.60%","$16,022,500","$16,022,500","$12,896,159","$12,896,159","2026"
"2","Bosh                     Chris Bosh","PF","27","$16,022,500","27.60%","$16,022,500","$16,022,500","$12,896,159","'-","2014"
"3","Wade                     Dwyane Wade","SG","30","$15,512,000","26.72%","$15,512,000","$15,512,000","$12,485,268","'-","2016"
"4","Miller                     Mike Miller","SG","31","$5,400,000","9.30%","$5,400,000","$5,400,000","$4,346,341","$4,346,341","2015"
"5","Chalmers                     Mario Chalmers","PG","25","$4,000,000","6.89%","$4,000,000","$4,000,000","$3,219,512","'-","2014"
"6","Haslem                     Udonis Haslem","PF","31","$3,780,000","6.51%","$3,780,000","$3,780,000","$3,042,439","'-","2014"
"7","Anthony                     Joel Anthony","C","29","$3,600,000","6.20%","$3,600,000","$3,600,000","$2,897,561","'-","2015"
"8","Battier                     Shane Battier","SF","33","$3,000,000","5.17%","$3,000,000","$3,000,000","$2,414,634","'-","2014"
"9","Jones                     James Jones","SG","31","$1,500,000","2.58%","$1,500,000","$1,500,000","$1,207,317","$1,207,317","2014"
"10","Cole                     Norris Cole","PG","23","$1,035,960","1.78%","$1,035,960","$1,035,960","$833,821","'-","2015"
"11","Pittman                     Dexter Pittman","C","23","$762,195","1.31%","$762,195","$762,195","$613,474","'-","2013"
"12","Howard                     Juwan Howard","PF","38","$711,748","1.23%","$711,748","$711,748","$1,088,341","'-","2012"
"13","Curry                     Eddy Curry","C","","$711,748","1.23%","$711,748","$711,748","$989,400","'-","2012"
"14","Harris                     Terrel Harris","SG","24","$381,193","0.66%","$381,193","$381,193","$381,193","'-","2012"

