" ","Player (1)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Jeffers                     Othyus Jeffers","PG","29","$915,243","1.45%","","","","",""
"","Round 2, Pick #53","","","                                                   -"," "," "," "," "," "," "
"","Round 1, Pick #13","","","                                                   $2,055,840"," "," "," "," "," "," "

