" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Chalmers                     Mario Chalmers","PG","29","$4,300,000","6.14%","$4,300,000","$4,300,000","$3,920,588","'-"
"2","Ennis III                     James Ennis III","SF","25","$845,059","1.21%","$845,059","$845,059","$770,495","'-"
"3","Smith                     Russ Smith","PG","24","$845,059","1.21%","$845,059","$845,059","$845,059","'-"
"4","Melo                     Fab Melo","C","25","$437,080","0.62%","$437,080","$437,080","$437,080","'-"
"5","Hollins                     Ryan Hollins","C","31","$239,605","0.34%","$239,605","$239,605","$344,733","'-"
"6","Franklin                     Jamaal Franklin","SG","24","$163,296","0.23%","$163,296","$163,296","$163,296","'-"
"7","Hollins                     Ryan Hollins","C","31","$66,867","0.10%","$66,867","$66,867","$96,204","'-"
"8","Hollins                     Ryan Hollins","C","31","$55,722","0.08%","$55,722","$55,722","$80,170","'-"
"9","Hollins                     Ryan Hollins","C","31","$55,722","0.08%","$55,722","$55,722","$80,170","'-"
"10","Farmar                     Jordan Farmar","PG","29","$55,722","0.08%","$55,722","$55,722","$79,773","'-"
"11","Williams                     Elliot Williams","SG","26","$55,722","0.08%","$55,722","$55,722","$57,726","'-"
"12","McCallum                     Ray McCallum","PG","24","$55,722","0.08%","$55,722","$55,722","$55,722","'-"
"13","Cotton                     Bryce Cotton","PG","23","$49,709","0.07%","$49,709","$49,709","$49,709","'-"
"14","Stepheson                     Alex Stepheson","PF","28","$30,888","0.04%","$30,888","$30,888","$30,888","'-"
"15","Weber                     Briante Weber","PG","23","$30,888","0.04%","$30,888","$30,888","$30,888","$30,888"
"16","Munford                     Xavier Munford","PG","23","$30,888","0.04%","$30,888","$30,888","$30,888","'-"
"17","Munford                     Xavier Munford","PG","23","$30,888","0.04%","$30,888","$30,888","$30,888","'-"
"18","Hollins                     Ryan Hollins","C","31","$16,034","0.02%","$16,034","$16,034","$16,034","'-"

