" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Antetokounmpo                     Giannis Antetokounmpo","PF","28","$42,492,492","34.36%","$42,492,492","$42,492,492","$42,492,492","$42,492,492","2028"
"2","Middleton                     Khris Middleton","SF","31","$37,948,276","30.69%","$37,948,276","$37,948,276","$37,948,276","$37,948,276","2026"
"3","Holiday                     Jrue Holiday","PG","32","$34,319,480","27.75%","$38,417,040","$34,319,480","$34,319,480","$32,544,000","2028"
"4","Lopez                     Brook Lopez","C","34","$13,906,976","11.25%","$13,906,976","$13,906,976","$13,906,976","$13,906,976","2027"
"5","Portis                     Bobby Portis","PF","27","$10,843,350","8.77%","$10,843,350","$10,843,350","$10,843,350","$10,843,350","2028"
"6","Crowder                     Jae Crowder","SF","32","$10,183,800","8.24%","$10,183,800","$10,183,800","$3,453,128","$10,183,800","2023"
"7","Allen                     Grayson Allen","SG","27","$8,925,000","7.22%","$9,775,000","$8,925,000","$8,925,000","$8,500,000","2028"
"8","Ingles                     Joe Ingles","SF","35","$6,479,000","5.24%","$6,479,000","$6,479,000","$6,479,000","$6,479,000","2026"
"9","Connaughton                     Pat Connaughton","SG","30","$5,728,393","4.63%","$5,728,393","$5,728,393","$5,728,393","$5,728,393","2026"
"10","Beauchamp                     MarJon Beauchamp","SG","22","$2,485,200","2.01%","$2,485,200","$2,485,200","$2,485,200","$2,485,200","2026"
"11","Carter                     Jevon Carter","PG","27","$2,100,000","1.70%","$2,100,000","$2,100,000","$2,100,000","$2,100,000","2024"
"12","Antetokounmpo                     Thanasis Antetokounmpo","SF","30","$1,878,720","1.52%","$1,878,720","$1,865,763","$1,878,720","$1,878,720","2026"
"13","Matthews                     Wesley Matthews","SG","36","$1,836,090","1.48%","$1,836,090","$1,836,090","$2,905,851","$2,905,851","2023"
"14","Dragic                     Goran Dragic","PG","36","$390,433","0.32%","$390,433","$390,433","$617,911","$617,911","2023"
"15","Leonard                     Meyers Leonard","C","30","$284,911","0.23%","$284,911","$284,911","$409,916","$409,916","2023"
"16","Wigginton                     Lindell Wigginton","SG","24","Two-Way","'-","'-","'-","'-","'-","2024"
"17","Green                     AJ Green","SG","23","Two-Way","'-","'-","'-","'-","'-","2030"

