" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Embiid                     Joel Embiid","C","29","$47,607,350","35.00%","$47,607,350","$47,607,350","$47,607,350","$47,607,350","2029"
"2","Harris                     Tobias Harris","PF","31","$39,270,150","28.87%","$39,270,150","$39,270,150","$39,270,150","$39,270,150","2026"
"3","Hield                     Buddy Hield","SG","31","$19,845,098","14.59%","$22,106,128","$19,845,098","$8,320,019","$18,568,183","2024"
"4","Batum                     Nicolas Batum","SF","35","$11,710,818","8.61%","$11,710,818","$11,710,818","$11,239,693","$11,710,818","2027"
"5","Covington                     Robert Covington","PF","33","$11,692,308","8.60%","$11,692,308","$11,692,308","$11,221,928","$11,692,308","2024"
"6","Melton                     De'Anthony Melton","SG","25","$8,000,000","5.88%","$8,000,000","$8,000,000","$8,000,000","$8,000,000","2027"
"7","Reed                     Paul Reed","C","24","$7,723,000","5.68%","$7,723,000","$7,723,000","$7,723,000","$7,723,000","2027"
"8","Maxey                     Tyrese Maxey","PG","23","$4,343,920","3.19%","$4,343,920","$4,343,920","$4,343,920","$4,343,920","2029"
"9","Lowry                     Kyle Lowry","PG","37","$2,795,839","2.06%","$2,795,839","$2,795,839","$2,795,839","$2,795,839","2024"
"10","Payne                     Cameron Payne","PG","29","$2,019,706","1.48%","$2,019,706","$2,019,706","$1,096,763","$2,891,467","2024"
"11","Oubre Jr.                     Kelly Oubre Jr.","SF","28","$2,019,706","1.48%","$2,019,706","$2,019,706","$2,891,467","$2,891,467","2026"
"12","Bamba                     Mohamed Bamba","C","25","$2,019,706","1.48%","$2,019,706","$2,019,706","$2,346,614","$2,346,614","2024"
"13","Martin Jr.                     Kenyon Martin Jr.","SF","23","$1,930,681","1.42%","$1,930,681","$1,930,681","$1,853,010","$1,930,681","2024"
"14","Council IV                     Ricky Council IV","G","22","$864,353","0.64%","$864,353","$864,353","$864,353","$864,353","2027"
"15","Dowtin                     Jeff Dowtin","PG","26","$127,683","0.09%","$127,683","$127,683","$127,683","$127,683","2025"
"16","Smith                     Terquavion Smith","SG","21","Two-Way","'-","'-","'-","'-","'-","2024"

