" ","Player (1)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Hansbrough                     Ben Hansbrough","PG","26","$788,872","1.34%","","","","",""
"","Round 2, Pick #53","","","                                                   -"," "," "," "," "," "," "

