" ","Player (10)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Jones                     James Jones","SG","32","$1,757,161","3.03%","$1,757,161","$1,757,161","$1,757,161","$1,757,161"
"2","Harrellson                     Josh Harrellson","PF","23","$322,812","0.56%","$322,812","$322,812","$322,812","'-"
"3","Harris                     Terrel Harris","SG","25","$313,845","0.54%","$313,845","$313,845","'-","'-"
"4","Howard                     Juwan Howard","PF","39","$50,285","0.09%","$50,285","$50,285","$79,540","'-"
"5","Howard                     Juwan Howard","PF","39","$50,258","0.09%","$50,258","$50,258","$79,540","'-"
"6","Andersen                     Chris Andersen","PF","34","$50,258","0.09%","$50,258","$50,258","$79,540","'-"
"7","Andersen                     Chris Andersen","PF","34","$50,258","0.09%","$50,258","$50,258","$79,540","'-"
"8","Harrellson                     Josh Harrellson","PF","23","$44,835","0.08%","$44,835","$44,835","$44,835","'-"
"9","Varnado                     Jarvis Varnado","PF","24","$27,859","0.05%","$27,859","$27,859","$27,859","'-"
"10","Varnado                     Jarvis Varnado","PF","24","$27,859","0.05%","$27,859","$27,859","$27,859","'-"

