" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Saric                     Dario Saric","PF","20","$1,803,400","2.86%","","","","",""
"2","Mullens                     B.J. Mullens","PF","25","$915,243","1.45%","","","","",""
"3","Jenkins                     Charles Jenkins","PG","25","$915,243","1.45%","","","","",""
"","Round 2, Pick #54","","","                                                   -"," "," "," "," "," "," "
"","Round 2, Pick #52","","","                                                   -"," "," "," "," "," "," "

