" ","Player (4)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Chandler                     Wilson Chandler","SF","35","$1,836,090","1.48%","","","","","Non-Bird"
"2","Aldridge                     LaMarcus Aldridge","PF","37","$1,836,090","1.48%","","","","","Early Bird"
"3","James                     Mike James","PG","32","$1,836,090","1.48%","","","","","Non-Bird"
"4","Milutinov                     Nikola Milutinov","C","28","'-","'-","","","","","1st Round Pick"

