" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Wade                     Dwyane Wade","SG","39","$1,620,564","1.48%","","","","",""
"2","Mickey                     Jordan Mickey","PF","26","$1,620,564","1.48%","","","","",""

